ad_archive_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages,creation_date,start_date,stop_date,pct_young_male
1.0809E+15,399431833254128,Right For America PAC,2024-10-17,2024-10-17,2024-10-18,Right for America,"😡Five Devastating Failures of Border Czar Kamala:

1️⃣ ""America Last"" Agenda: Kamala Harris has prioritized illegal immigrants over American citizens. Countless criminals including people on the terror watchlist have been released into the U.S. instead of being detained and deported.

2️⃣ Refusal to Lead: Despite being appointed to manage the border crisis, Harris ""resisted taking ownership of immigration,"" according to Politico. Her refusal to visit the southern border exemplifies her lack of accountability.

3️⃣ Endorses Radical Changes: Harris advocated for decreasing ICE funding.

4️⃣ Aiding Criminals: Harris’ stance on immigration has emboldened criminal illegal immigrants. In Los Angeles, Chicago, and New York, violent crimes have surged, directly tied to the policies she supports.

5️⃣ False Promises, Real Consequences: Harris has promised ""orderly and humane"" immigration, but the reality is a surge in crime, poverty, and despair. Her rhetoric is hollow, with real Americans paying the price.

America Deserves Better Than Kamala Harris’ Failed Policies. 

Go to https://www.learnaboutkamala.com/records/immigration to learn more.",,,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.078062},{""age"":""45-54"",""gender"":""female"",""percentage"":0.044415},{""age"":""65+"",""gender"":""male"",""percentage"":0.049798},{""age"":""65+"",""gender"":""female"",""percentage"":0.071332},{""age"":""55-64"",""gender"":""male"",""percentage"":0.076716},{""age"":""55-64"",""gender"":""female"",""percentage"":0.055182},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001346},{""age"":""45-54"",""gender"":""male"",""percentage"":0.080754},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002692},{""age"":""18-24"",""gender"":""male"",""percentage"":0.107672},{""age"":""35-44"",""gender"":""male"",""percentage"":0.092867},{""age"":""35-44"",""gender"":""female"",""percentage"":0.069987},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.004038},{""age"":""25-34"",""gender"":""male"",""percentage"":0.165545},{""age"":""25-34"",""gender"":""female"",""percentage"":0.096904},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001346},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001346}","{""region"":""Georgia"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-17,2024-10-17,2024-10-18,0.273217
1.09599E+15,399431833254128,Right For America PAC,2024-10-11,2024-10-11,2024-10-18,Right for America,"⚠ Kamala’s reckless policies have turned our southern border into a gateway for crime, chaos, and unchecked illegal immigration.",,www.learnaboutkamala.com,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.022727},{""age"":""18-24"",""gender"":""male"",""percentage"":0.050505},{""age"":""25-34"",""gender"":""female"",""percentage"":0.058081},{""age"":""25-34"",""gender"":""male"",""percentage"":0.161616},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.007576},{""age"":""35-44"",""gender"":""female"",""percentage"":0.090909},{""age"":""35-44"",""gender"":""male"",""percentage"":0.123737},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.005051},{""age"":""45-54"",""gender"":""female"",""percentage"":0.065657},{""age"":""45-54"",""gender"":""male"",""percentage"":0.123737},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.002525},{""age"":""55-64"",""gender"":""female"",""percentage"":0.078283},{""age"":""55-64"",""gender"":""male"",""percentage"":0.083333},{""age"":""65+"",""gender"":""female"",""percentage"":0.05303},{""age"":""65+"",""gender"":""male"",""percentage"":0.070707},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.002525}","{""region"":""Arizona"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-11,2024-10-11,2024-10-18,0.212121
1.0999E+15,399431833254128,Right For America PAC,2024-10-16,2024-10-16,2024-10-18,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 2000, upper_bound: 2999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.001476},{""age"":""18-24"",""gender"":""male"",""percentage"":0.059055},{""age"":""25-34"",""gender"":""female"",""percentage"":0.002953},{""age"":""25-34"",""gender"":""male"",""percentage"":0.254429},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000984},{""age"":""35-44"",""gender"":""female"",""percentage"":0.004429},{""age"":""35-44"",""gender"":""male"",""percentage"":0.260335},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002953},{""age"":""45-54"",""gender"":""female"",""percentage"":0.003445},{""age"":""45-54"",""gender"":""male"",""percentage"":0.200787},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000984},{""age"":""55-64"",""gender"":""female"",""percentage"":0.003445},{""age"":""55-64"",""gender"":""male"",""percentage"":0.149114},{""age"":""65+"",""gender"":""female"",""percentage"":0.002461},{""age"":""65+"",""gender"":""male"",""percentage"":0.052657},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000492}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-10-16,2024-10-16,2024-10-18,0.313484
1.10897E+15,399431833254128,Right For America PAC,2024-10-16,2024-10-16,2024-10-18,Right for America,"⚠ Kamala’s reckless policies have turned our southern border into a gateway for crime, chaos, and unchecked illegal immigration.",,www.learnaboutkamala.com,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.001087},{""age"":""18-24"",""gender"":""male"",""percentage"":0.129348},{""age"":""25-34"",""gender"":""female"",""percentage"":0.006522},{""age"":""25-34"",""gender"":""male"",""percentage"":0.315217},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.003261},{""age"":""35-44"",""gender"":""female"",""percentage"":0.011957},{""age"":""35-44"",""gender"":""male"",""percentage"":0.179348},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002174},{""age"":""45-54"",""gender"":""female"",""percentage"":0.001087},{""age"":""45-54"",""gender"":""male"",""percentage"":0.130435},{""age"":""55-64"",""gender"":""female"",""percentage"":0.007609},{""age"":""55-64"",""gender"":""male"",""percentage"":0.126087},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001087},{""age"":""65+"",""gender"":""female"",""percentage"":0.005435},{""age"":""65+"",""gender"":""male"",""percentage"":0.078261},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001087}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-10-16,2024-10-16,2024-10-18,0.444565
1.11823E+15,399431833254128,Right For America PAC,2024-10-23,2024-10-23,2024-10-25,Right for America,,"Failed Border Czar,10 Million Illegal Immigrants,Surge In Violence,Sexual Predators,Murderers Walking Free","learnaboutkamala.com,learnaboutkamala.com,learnaboutkamala.com,learnaboutkamala.com,learnaboutkamala.com",,"lower_bound: 10000, upper_bound: 14999","lower_bound: 300, upper_bound: 399",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.005951},{""age"":""45-54"",""gender"":""male"",""percentage"":0.113462},{""age"":""65+"",""gender"":""male"",""percentage"":0.062946},{""age"":""65+"",""gender"":""female"",""percentage"":0.005422},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000397},{""age"":""55-64"",""gender"":""male"",""percentage"":0.095081},{""age"":""55-64"",""gender"":""female"",""percentage"":0.008067},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000529},{""age"":""45-54"",""gender"":""female"",""percentage"":0.010315},{""age"":""18-24"",""gender"":""male"",""percentage"":0.119545},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001587},{""age"":""35-44"",""gender"":""male"",""percentage"":0.213832},{""age"":""35-44"",""gender"":""female"",""percentage"":0.010447},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000661},{""age"":""25-34"",""gender"":""male"",""percentage"":0.335229},{""age"":""25-34"",""gender"":""female"",""percentage"":0.015604},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000264},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000661}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-10-23,2024-10-23,2024-10-25,0.454774
1.13333E+15,399431833254128,Right For America PAC,2024-10-17,2024-10-17,2024-10-18,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.034091},{""age"":""45-54"",""gender"":""male"",""percentage"":0.126136},{""age"":""65+"",""gender"":""male"",""percentage"":0.034091},{""age"":""65+"",""gender"":""female"",""percentage"":0.019886},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001705},{""age"":""55-64"",""gender"":""male"",""percentage"":0.08125},{""age"":""55-64"",""gender"":""female"",""percentage"":0.034659},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000568},{""age"":""45-54"",""gender"":""female"",""percentage"":0.048864},{""age"":""18-24"",""gender"":""male"",""percentage"":0.078977},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002273},{""age"":""35-44"",""gender"":""male"",""percentage"":0.177273},{""age"":""35-44"",""gender"":""female"",""percentage"":0.061932},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001705},{""age"":""25-34"",""gender"":""male"",""percentage"":0.216477},{""age"":""25-34"",""gender"":""female"",""percentage"":0.078409},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001136},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000568}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-17,2024-10-17,2024-10-18,0.295454
1.20782E+15,399431833254128,Right For America PAC,2024-10-11,2024-10-11,2024-10-17,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 30000, upper_bound: 34999","lower_bound: 300, upper_bound: 399",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.020135},{""age"":""45-54"",""gender"":""male"",""percentage"":0.151364},{""age"":""65+"",""gender"":""male"",""percentage"":0.063735},{""age"":""65+"",""gender"":""female"",""percentage"":0.040593},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000966},{""age"":""55-64"",""gender"":""male"",""percentage"":0.114798},{""age"":""55-64"",""gender"":""female"",""percentage"":0.038875},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001396},{""age"":""45-54"",""gender"":""female"",""percentage"":0.047305},{""age"":""18-24"",""gender"":""male"",""percentage"":0.062339},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001503},{""age"":""35-44"",""gender"":""male"",""percentage"":0.15974},{""age"":""35-44"",""gender"":""female"",""percentage"":0.04854},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.00102},{""age"":""25-34"",""gender"":""male"",""percentage"":0.195608},{""age"":""25-34"",""gender"":""female"",""percentage"":0.050902},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000698},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000483}","{""region"":""Georgia"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-11,2024-10-11,2024-10-17,0.257947
1.20869E+15,399431833254128,Right For America PAC,2024-10-17,2024-10-17,2024-10-18,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.002205},{""age"":""18-24"",""gender"":""male"",""percentage"":0.307607},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.002205},{""age"":""25-34"",""gender"":""female"",""percentage"":0.007718},{""age"":""25-34"",""gender"":""male"",""percentage"":0.383682},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001103},{""age"":""35-44"",""gender"":""female"",""percentage"":0.002205},{""age"":""35-44"",""gender"":""male"",""percentage"":0.142227},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.003308},{""age"":""45-54"",""gender"":""female"",""percentage"":0.003308},{""age"":""45-54"",""gender"":""male"",""percentage"":0.07828},{""age"":""55-64"",""gender"":""male"",""percentage"":0.048512},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001103},{""age"":""65+"",""gender"":""male"",""percentage"":0.016538}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-10-17,2024-10-17,2024-10-18,0.691289
1.22401E+15,399431833254128,Right For America PAC,2024-10-17,2024-10-17,2024-10-18,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 8000, upper_bound: 8999","lower_bound: 200, upper_bound: 299",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.077748},{""age"":""45-54"",""gender"":""male"",""percentage"":0.076543},{""age"":""65+"",""gender"":""male"",""percentage"":0.015188},{""age"":""65+"",""gender"":""female"",""percentage"":0.019769},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000121},{""age"":""55-64"",""gender"":""male"",""percentage"":0.038211},{""age"":""55-64"",""gender"":""female"",""percentage"":0.036162},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000603},{""age"":""45-54"",""gender"":""female"",""percentage"":0.076905},{""age"":""18-24"",""gender"":""male"",""percentage"":0.080641},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001205},{""age"":""35-44"",""gender"":""male"",""percentage"":0.105955},{""age"":""35-44"",""gender"":""female"",""percentage"":0.119576},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.002411},{""age"":""25-34"",""gender"":""male"",""percentage"":0.183462},{""age"":""25-34"",""gender"":""female"",""percentage"":0.163573},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001688},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000241}","{""region"":""Georgia"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-17,2024-10-17,2024-10-18,0.264103
1.22969E+15,399431833254128,Right For America PAC,2024-10-16,2024-10-16,2024-10-17,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 4000, upper_bound: 4999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.003878},{""age"":""45-54"",""gender"":""male"",""percentage"":0.120456},{""age"":""65+"",""gender"":""male"",""percentage"":0.037324},{""age"":""65+"",""gender"":""female"",""percentage"":0.001939},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000242},{""age"":""55-64"",""gender"":""male"",""percentage"":0.085555},{""age"":""55-64"",""gender"":""female"",""percentage"":0.002666},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000485},{""age"":""45-54"",""gender"":""female"",""percentage"":0.003393},{""age"":""18-24"",""gender"":""male"",""percentage"":0.156568},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.000969},{""age"":""35-44"",""gender"":""male"",""percentage"":0.216432},{""age"":""35-44"",""gender"":""female"",""percentage"":0.003635},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000727},{""age"":""25-34"",""gender"":""male"",""percentage"":0.359428},{""age"":""25-34"",""gender"":""female"",""percentage"":0.005574},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000485},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000242}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-10-16,2024-10-16,2024-10-17,0.515996
1.23073E+15,399431833254128,Right For America PAC,2024-10-23,2024-10-23,2024-10-25,Right for America,"⚠ Kamala Harris' reckless policies have turned our southern border into a gateway for crime, chaos, and unchecked illegal immigration.",Kamala's Border Record,learnaboutkamala.com,"Under Kamala Harris' leadership, American families are facing unprecedented financial hardships. Her reckless economic policies have driven the cost of living to unbearable heights, forcing parents to struggle just to put food on the table and send their kids to school. Under Kamala Harris' leadersh...","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.00361},{""age"":""18-24"",""gender"":""male"",""percentage"":0.043321},{""age"":""25-34"",""gender"":""female"",""percentage"":0.005415},{""age"":""25-34"",""gender"":""male"",""percentage"":0.191336},{""age"":""35-44"",""gender"":""female"",""percentage"":0.012635},{""age"":""35-44"",""gender"":""male"",""percentage"":0.211191},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001805},{""age"":""45-54"",""gender"":""female"",""percentage"":0.023466},{""age"":""45-54"",""gender"":""male"",""percentage"":0.16426},{""age"":""55-64"",""gender"":""female"",""percentage"":0.009025},{""age"":""55-64"",""gender"":""male"",""percentage"":0.184116},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001805},{""age"":""65+"",""gender"":""female"",""percentage"":0.019856},{""age"":""65+"",""gender"":""male"",""percentage"":0.126354},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001805}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-10-23,2024-10-23,2024-10-25,0.234657
1.2312E+15,399431833254128,Right For America PAC,2024-10-26,2024-10-26,2024-10-29,Right for America,"⚠ Kamala Harris' failed immigration policies have been a disaster, and you are paying the price.,⚠ Kamala Harris' failed immigration policies have been a disaster, and you are paying the price.",,learnaboutkamala.com,"Under Kamala Harris' leadership, American families are facing unprecedented financial hardships. Her reckless economic policies have driven the cost of living to unbearable heights, forcing parents to struggle just to put food on the table and send their kids to school. Under Kamala Harris' leadersh...,Under Kamala Harris' leadership, American families are facing unprecedented financial hardships. Her reckless economic policies have driven the cost of living to unbearable heights, forcing parents to struggle just to put food on the table and send their kids to school. Under Kamala Harris' leadersh...","lower_bound: 7000, upper_bound: 7999","lower_bound: 300, upper_bound: 399",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.002933},{""age"":""45-54"",""gender"":""male"",""percentage"":0.150843},{""age"":""65+"",""gender"":""male"",""percentage"":0.133981},{""age"":""65+"",""gender"":""female"",""percentage"":0.008798},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000733},{""age"":""55-64"",""gender"":""male"",""percentage"":0.180169},{""age"":""55-64"",""gender"":""female"",""percentage"":0.009348},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.00055},{""age"":""45-54"",""gender"":""female"",""percentage"":0.008248},{""age"":""18-24"",""gender"":""male"",""percentage"":0.131232},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002016},{""age"":""35-44"",""gender"":""male"",""percentage"":0.155609},{""age"":""35-44"",""gender"":""female"",""percentage"":0.005682},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.00055},{""age"":""25-34"",""gender"":""male"",""percentage"":0.201246},{""age"":""25-34"",""gender"":""female"",""percentage"":0.005865},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.0011},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.0011}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-26,2024-10-26,2024-10-29,0.332478
1.23767E+15,399431833254128,Right For America PAC,2024-10-28,2024-10-28,2024-10-30,Right for America,"⚠ Kamala Harris' reckless policies have turned our southern border into a gateway for crime, chaos, and unchecked illegal immigration.",Kamala's Border Record,learnaboutkamala.com,"Under Kamala Harris' leadership, American families are facing unprecedented financial hardships. Her reckless economic policies have driven the cost of living to unbearable heights, forcing parents to struggle just to put food on the table and send their kids to school. Under Kamala Harris' leadersh...","lower_bound: 25000, upper_bound: 29999","lower_bound: 900, upper_bound: 999",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.076915},{""age"":""45-54"",""gender"":""male"",""percentage"":0.057903},{""age"":""65+"",""gender"":""male"",""percentage"":0.010075},{""age"":""65+"",""gender"":""female"",""percentage"":0.019066},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000217},{""age"":""55-64"",""gender"":""male"",""percentage"":0.021558},{""age"":""55-64"",""gender"":""female"",""percentage"":0.034232},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000812},{""age"":""45-54"",""gender"":""female"",""percentage"":0.074965},{""age"":""18-24"",""gender"":""male"",""percentage"":0.047286},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001517},{""age"":""35-44"",""gender"":""male"",""percentage"":0.119435},{""age"":""35-44"",""gender"":""female"",""percentage"":0.159084},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001083},{""age"":""25-34"",""gender"":""male"",""percentage"":0.156917},{""age"":""25-34"",""gender"":""female"",""percentage"":0.217636},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001137},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000162}","{""region"":""Georgia"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-28,2024-10-28,2024-10-30,0.204203
1.24478E+15,399431833254128,Right For America PAC,2024-10-17,2024-10-17,2024-10-18,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 4000, upper_bound: 4999","lower_bound: 100, upper_bound: 199",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.039876},{""age"":""45-54"",""gender"":""male"",""percentage"":0.123252},{""age"":""65+"",""gender"":""male"",""percentage"":0.029518},{""age"":""65+"",""gender"":""female"",""percentage"":0.020456},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001813},{""age"":""55-64"",""gender"":""male"",""percentage"":0.076126},{""age"":""55-64"",""gender"":""female"",""percentage"":0.041947},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001813},{""age"":""45-54"",""gender"":""female"",""percentage"":0.073537},{""age"":""18-24"",""gender"":""male"",""percentage"":0.056965},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002071},{""age"":""35-44"",""gender"":""male"",""percentage"":0.170896},{""age"":""35-44"",""gender"":""female"",""percentage"":0.086743},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001295},{""age"":""25-34"",""gender"":""male"",""percentage"":0.18928},{""age"":""25-34"",""gender"":""female"",""percentage"":0.083376},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000518},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000518}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-17,2024-10-17,2024-10-18,0.246245
1.25575E+15,399431833254128,Right For America PAC,2024-10-11,2024-10-11,2024-10-17,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.046858},{""age"":""18-24"",""gender"":""male"",""percentage"":0.074547},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001065},{""age"":""25-34"",""gender"":""female"",""percentage"":0.058573},{""age"":""25-34"",""gender"":""male"",""percentage"":0.246006},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001065},{""age"":""35-44"",""gender"":""female"",""percentage"":0.040469},{""age"":""35-44"",""gender"":""male"",""percentage"":0.165069},{""age"":""45-54"",""gender"":""female"",""percentage"":0.027689},{""age"":""45-54"",""gender"":""male"",""percentage"":0.129925},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.00213},{""age"":""55-64"",""gender"":""female"",""percentage"":0.033014},{""age"":""55-64"",""gender"":""male"",""percentage"":0.094782},{""age"":""65+"",""gender"":""female"",""percentage"":0.023429},{""age"":""65+"",""gender"":""male"",""percentage"":0.054313},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001065}","{""region"":""Georgia"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-11,2024-10-11,2024-10-17,0.320553
1.25805E+15,399431833254128,Right For America PAC,2024-10-17,2024-10-17,2024-10-18,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.001682},{""age"":""45-54"",""gender"":""male"",""percentage"":0.195122},{""age"":""65+"",""gender"":""male"",""percentage"":0.085786},{""age"":""65+"",""gender"":""female"",""percentage"":0.002523},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001682},{""age"":""55-64"",""gender"":""male"",""percentage"":0.178301},{""age"":""55-64"",""gender"":""female"",""percentage"":0.004205},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000841},{""age"":""45-54"",""gender"":""female"",""percentage"":0.006728},{""age"":""18-24"",""gender"":""male"",""percentage"":0.076535},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001682},{""age"":""35-44"",""gender"":""male"",""percentage"":0.212784},{""age"":""35-44"",""gender"":""female"",""percentage"":0.005046},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000841},{""age"":""25-34"",""gender"":""male"",""percentage"":0.21783},{""age"":""25-34"",""gender"":""female"",""percentage"":0.005887},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.002523}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-10-17,2024-10-17,2024-10-18,0.294365
